Date,value,volume,time,tuesday,wednesday,thursday,friday,month_cos_embed,month_sin_embed,day_cos_embed,day_sin_embed
2014-03-21,15.259332656860352,123253500,938,0,0,0,1,0.5000000000000001,0.8660254037844386,-0.6121059825476627,-0.7907757369376986
2014-03-24,14.678000450134277,169932000,939,0,0,0,0,0.5000000000000001,0.8660254037844386,-0.05064916883871355,-0.9987165071710528
2014-03-25,14.696000099182129,117981000,940,1,0,0,0,0.5000000000000001,0.8660254037844386,0.15142777750457667,-0.9884683243281114
2014-03-26,14.197333335876465,103609500,941,0,1,0,0,0.5000000000000001,0.8660254037844386,0.3473052528448203,-0.9377521321470804
2014-03-27,13.821332931518555,142435500,942,0,0,1,0,0.5000000000000001,0.8660254037844386,0.5289640103269624,-0.848644257494751
2014-03-28,14.157999992370605,145272000,943,0,0,0,1,0.5000000000000001,0.8660254037844386,0.6889669190756865,-0.72479278722912
2014-03-31,13.896666526794434,125700000,944,0,0,0,0,0.5000000000000001,0.8660254037844386,0.9795299412524943,-0.20129852008866114
2014-04-01,14.464667320251465,110571000,945,1,0,0,0,6.123233995736766e-17,1.0,1.0,0.0
2014-04-02,15.352666854858398,161734500,946,0,1,0,0,6.123233995736766e-17,1.0,0.9781476007338057,0.20791169081775931
2014-04-03,15.026666641235352,163855500,947,0,0,1,0,6.123233995736766e-17,1.0,0.9135454576426009,0.40673664307580015
2014-04-04,14.148667335510254,170184000,948,0,0,0,1,6.123233995736766e-17,1.0,0.8090169943749475,0.5877852522924731
2014-04-07,13.834667205810547,147832500,949,0,0,0,0,6.123233995736766e-17,1.0,0.30901699437494745,0.9510565162951535
2014-04-08,14.36400032043457,103339500,950,1,0,0,0,6.123233995736766e-17,1.0,0.10452846326765346,0.9945218953682733
2014-04-09,14.461999893188477,77368500,951,0,1,0,0,6.123233995736766e-17,1.0,-0.10452846326765333,0.9945218953682734
2014-04-10,13.612667083740234,108172500,952,0,0,1,0,6.123233995736766e-17,1.0,-0.30901699437494734,0.9510565162951536
2014-04-11,13.585332870483398,136008000,953,0,0,0,1,6.123233995736766e-17,1.0,-0.4999999999999998,0.8660254037844387
2014-04-14,13.206000328063965,115545000,954,0,0,0,0,6.123233995736766e-17,1.0,-0.913545457642601,0.40673664307580004
2014-04-15,12.927332878112793,204889500,955,1,0,0,0,6.123233995736766e-17,1.0,-0.9781476007338057,0.20791169081775931
2014-04-16,13.27400016784668,108033000,956,0,1,0,0,6.123233995736766e-17,1.0,-1.0,5.66553889764798e-16
2014-04-17,13.208000183105469,88902000,957,0,0,1,0,6.123233995736766e-17,1.0,-0.9781476007338057,-0.20791169081775907
2014-04-21,13.625332832336426,78873000,958,0,0,0,0,6.123233995736766e-17,1.0,-0.5000000000000004,-0.8660254037844384
2014-04-22,14.576000213623047,147070500,959,1,0,0,0,6.123233995736766e-17,1.0,-0.30901699437494756,-0.9510565162951535
2014-04-23,13.866000175476074,109434000,960,0,1,0,0,6.123233995736766e-17,1.0,-0.10452846326765423,-0.9945218953682733
2014-04-24,13.857333183288574,82428000,961,0,0,1,0,6.123233995736766e-17,1.0,0.10452846326765299,-0.9945218953682734
2014-04-25,13.323332786560059,104950500,962,0,0,0,1,6.123233995736766e-17,1.0,0.30901699437494723,-0.9510565162951536
2014-04-28,13.234000205993652,105630000,963,0,0,0,0,6.123233995736766e-17,1.0,0.8090169943749473,-0.5877852522924734
2014-04-29,13.79466724395752,86686500,964,1,0,0,0,6.123233995736766e-17,1.0,0.913545457642601,-0.40673664307580015
2014-04-30,13.859333038330078,66609000,965,0,1,0,0,6.123233995736766e-17,1.0,0.9781476007338057,-0.20791169081775898
2014-05-01,13.84866714477539,81598500,966,0,0,1,0,-0.4999999999999998,0.8660254037844387,1.0,0.0
2014-05-02,14.060667037963867,61302000,967,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.9795299412524945,0.20129852008866006
2014-05-05,14.440667152404785,77205000,968,0,0,0,0,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.7247927872291199
2014-05-06,13.8186674118042,84550500,969,1,0,0,0,-0.4999999999999998,0.8660254037844387,0.5289640103269624,0.8486442574947509
2014-05-07,13.423333168029785,152689500,970,0,1,0,0,-0.4999999999999998,0.8660254037844387,0.3473052528448203,0.9377521321470804
2014-05-08,11.906000137329102,300849000,971,0,0,1,0,-0.4999999999999998,0.8660254037844387,0.1514277775045767,0.9884683243281114
2014-05-09,12.150667190551758,127428000,972,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
2014-05-12,12.311332702636719,105034500,973,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2014-05-13,12.677332878112793,106458000,974,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.7587581226927909,0.6513724827222223
2014-05-14,12.708000183105469,81100500,975,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.8743466161445821,0.48530196253108104
2014-05-15,12.572667121887207,90606000,976,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,0.29936312297335804
2014-05-16,12.77066707611084,67315500,977,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.994869323391895,0.10116832198743272
2014-05-19,13.072667121887207,68575500,978,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
2014-05-20,13.020000457763672,83191500,979,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.7587581226927911,-0.651372482722222
2014-05-21,13.296667098999023,79281000,980,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.6121059825476627,-0.7907757369376986
2014-05-22,13.658666610717773,93217500,981,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.44039415155763423,-0.8978045395707417
2014-05-23,13.819999694824219,60102000,982,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
2014-05-27,14.104000091552734,80116500,983,1,0,0,0,-0.4999999999999998,0.8660254037844387,0.5289640103269624,-0.848644257494751
2014-05-28,14.015999794006348,82426500,984,0,1,0,0,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
2014-05-29,14.015999794006348,55387500,985,0,0,1,0,-0.4999999999999998,0.8660254037844387,0.8207634412072763,-0.5712682150947924
2014-05-30,13.851332664489746,83716500,986,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
2014-06-02,13.646666526794434,70021500,987,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.9781476007338057,0.20791169081775931
2014-06-03,13.662667274475098,57912000,988,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.9135454576426009,0.40673664307580015
2014-06-04,13.599332809448242,51411000,989,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.8090169943749475,0.5877852522924731
2014-06-05,13.793333053588867,60819000,990,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.6691306063588582,0.7431448254773941
2014-06-06,13.878000259399414,46107000,991,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.5000000000000001,0.8660254037844386
2014-06-09,13.687333106994629,42085500,992,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.10452846326765333,0.9945218953682734
2014-06-10,13.486666679382324,52720500,993,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.30901699437494734,0.9510565162951536
2014-06-11,13.631333351135254,59662500,994,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.4999999999999998,0.8660254037844387
2014-06-12,13.567999839782715,89905500,995,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.6691306063588579,0.7431448254773945
2014-06-13,13.761333465576172,53164500,996,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.8090169943749473,0.5877852522924732
2014-06-16,14.973999977111816,198696000,997,0,0,0,0,-0.8660254037844387,0.49999999999999994,-1.0,5.66553889764798e-16
2014-06-17,15.444666862487793,199573500,998,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.9781476007338057,-0.20791169081775907
2014-06-18,15.141332626342773,104103000,999,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.9135454576426009,-0.4067366430758002
2014-06-19,15.185999870300293,131896500,1000,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.8090169943749476,-0.587785252292473
2014-06-20,15.305999755859375,73558500,1001,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.6691306063588585,-0.743144825477394
2014-06-23,15.814666748046875,116866500,1002,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.10452846326765423,-0.9945218953682733
2014-06-24,15.5,121138500,1003,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.10452846326765299,-0.9945218953682734
2014-06-25,15.792667388916016,87024000,1004,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.30901699437494723,-0.9510565162951536
2014-06-26,15.706666946411133,76821000,1005,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.5000000000000001,-0.8660254037844386
2014-06-27,15.937333106994629,84525000,1006,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.6691306063588585,-0.743144825477394
2014-06-30,16.003999710083008,72429000,1007,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.9781476007338057,-0.20791169081775898
2014-07-01,15.981332778930664,65041500,1008,1,0,0,0,-1.0,1.2246467991473532e-16,1.0,0.0
2014-07-02,15.295332908630371,120411000,1009,0,1,0,0,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2014-07-03,15.283332824707031,77500500,1010,0,0,1,0,-1.0,1.2246467991473532e-16,0.9189578116202306,0.39435585511331855
2014-07-07,14.843999862670898,88405500,1011,0,0,0,0,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2014-07-08,14.604666709899902,117543000,1012,1,0,0,0,-1.0,1.2246467991473532e-16,0.1514277775045767,0.9884683243281114
2014-07-09,14.870667457580566,61731000,1013,0,1,0,0,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
2014-07-10,14.630666732788086,72958500,1014,0,0,1,0,-1.0,1.2246467991473532e-16,-0.2506525322587204,0.9680771188662043
2014-07-11,14.541999816894531,49534500,1015,0,0,0,1,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
2014-07-14,15.113332748413086,108048000,1016,0,0,0,0,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2014-07-15,14.638667106628418,85777500,1017,1,0,0,0,-1.0,1.2246467991473532e-16,-0.9541392564000488,0.29936312297335804
2014-07-16,14.477333068847656,60667500,1018,0,1,0,0,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
2014-07-17,14.359999656677246,69741000,1019,0,0,1,0,-1.0,1.2246467991473532e-16,-0.9948693233918952,-0.10116832198743204
2014-07-18,14.668000221252441,63805500,1020,0,0,0,1,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2014-07-21,14.702667236328125,57333000,1021,0,0,0,0,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2014-07-22,14.638667106628418,40950000,1022,1,0,0,0,-1.0,1.2246467991473532e-16,-0.44039415155763423,-0.8978045395707417
2014-07-23,14.832667350769043,46249500,1023,0,1,0,0,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2014-07-24,14.902667045593262,48682500,1024,0,0,1,0,-1.0,1.2246467991473532e-16,-0.05064916883871355,-0.9987165071710528
2014-07-25,14.904666900634766,46306500,1025,0,0,0,1,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
2014-07-28,14.98799991607666,97714500,1026,0,0,0,0,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2014-07-29,15.000666618347168,50736000,1027,1,0,0,0,-1.0,1.2246467991473532e-16,0.8207634412072763,-0.5712682150947924
2014-07-30,15.261333465576172,73917000,1028,0,1,0,0,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
2014-07-31,14.886667251586914,116236500,1029,0,0,1,0,-1.0,1.2246467991473532e-16,0.9795299412524943,-0.20129852008866114
2014-08-01,15.5513334274292,178437000,1030,0,0,0,1,-0.8660254037844388,-0.4999999999999997,1.0,0.0
2014-08-04,15.90133285522461,89395500,1031,0,0,0,0,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,0.5712682150947923
2014-08-05,15.899333000183105,80829000,1032,1,0,0,0,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.7247927872291199
2014-08-06,16.595333099365234,138739500,1033,0,1,0,0,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,0.8486442574947509
2014-08-07,16.826000213623047,112183500,1034,0,0,1,0,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
2014-08-08,16.54199981689453,76351500,1035,0,0,0,1,-0.8660254037844388,-0.4999999999999997,0.1514277775045767,0.9884683243281114
2014-08-11,17.288000106811523,121519500,1036,0,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.4403941515576344,0.8978045395707416
2014-08-12,17.33066749572754,95734500,1037,1,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
2014-08-13,17.354000091552734,103989000,1038,0,1,0,0,-0.8660254037844388,-0.4999999999999997,-0.7587581226927909,0.6513724827222223
2014-08-14,17.42533302307129,61899000,1039,0,0,1,0,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
2014-08-15,17.46733283996582,58018500,1040,0,0,0,1,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,0.29936312297335804
2014-08-18,17.32933235168457,87738000,1041,0,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,-0.2993631229733582
2014-08-19,17.117332458496094,80022000,1042,1,0,0,0,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
2014-08-20,17.047332763671875,45418500,1043,0,1,0,0,-0.8660254037844388,-0.4999999999999997,-0.7587581226927911,-0.651372482722222
2014-08-21,16.95599937438965,43734000,1044,0,0,1,0,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
2014-08-22,17.118667602539062,42501000,1045,0,0,0,1,-0.8660254037844388,-0.4999999999999997,-0.44039415155763423,-0.8978045395707417
2014-08-25,17.503332138061523,64771500,1046,0,0,0,0,-0.8660254037844388,-0.4999999999999997,0.15142777750457667,-0.9884683243281114
2014-08-26,17.44933319091797,57270000,1047,1,0,0,0,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
2014-08-27,17.549999237060547,44776500,1048,0,1,0,0,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,-0.848644257494751
2014-08-28,17.590667724609375,42673500,1049,0,0,1,0,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
2014-08-29,17.979999542236328,96706500,1050,0,0,0,1,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,-0.5712682150947924
2014-09-02,18.941333770751953,147786000,1051,1,0,0,0,-0.5000000000000004,-0.8660254037844384,0.9781476007338057,0.20791169081775931
2014-09-03,18.746000289916992,101584500,1052,0,1,0,0,-0.5000000000000004,-0.8660254037844384,0.9135454576426009,0.40673664307580015
2014-09-04,19.069332122802734,125125500,1053,0,0,1,0,-0.5000000000000004,-0.8660254037844384,0.8090169943749475,0.5877852522924731
2014-09-05,18.492666244506836,167548500,1054,0,0,0,1,-0.5000000000000004,-0.8660254037844384,0.6691306063588582,0.7431448254773941
2014-09-08,18.80733299255371,82524000,1055,0,0,0,0,-0.5000000000000004,-0.8660254037844384,0.10452846326765346,0.9945218953682733
2014-09-09,18.565332412719727,68382000,1056,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.10452846326765333,0.9945218953682734
2014-09-10,18.739999771118164,56719500,1057,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-0.30901699437494734,0.9510565162951536
2014-09-11,18.687332153320312,56491500,1058,0,0,1,0,-0.5000000000000004,-0.8660254037844384,-0.4999999999999998,0.8660254037844387
2014-09-12,18.613332748413086,49869000,1059,0,0,0,1,-0.5000000000000004,-0.8660254037844384,-0.6691306063588579,0.7431448254773945
2014-09-15,16.923999786376953,246831000,1060,0,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.9781476007338057,0.20791169081775931
2014-09-16,17.382667541503906,124501500,1061,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-1.0,5.66553889764798e-16
2014-09-17,17.42533302307129,77665500,1062,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-0.9781476007338057,-0.20791169081775907
2014-09-18,17.58799934387207,55389000,1063,0,0,1,0,-0.5000000000000004,-0.8660254037844384,-0.9135454576426009,-0.4067366430758002
2014-09-19,17.288000106811523,102163500,1064,0,0,0,1,-0.5000000000000004,-0.8660254037844384,-0.8090169943749476,-0.587785252292473
2014-09-22,16.66866683959961,123211500,1065,0,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.30901699437494756,-0.9510565162951535
2014-09-23,16.694000244140625,84880500,1066,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.10452846326765423,-0.9945218953682733
2014-09-24,16.80933380126953,56242500,1067,0,1,0,0,-0.5000000000000004,-0.8660254037844384,0.10452846326765299,-0.9945218953682734
2014-09-25,16.463333129882812,72513000,1068,0,0,1,0,-0.5000000000000004,-0.8660254037844384,0.30901699437494723,-0.9510565162951536
2014-09-26,16.440000534057617,56931000,1069,0,0,0,1,-0.5000000000000004,-0.8660254037844384,0.5000000000000001,-0.8660254037844386
2014-09-29,16.35066795349121,72790500,1070,0,0,0,0,-0.5000000000000004,-0.8660254037844384,0.913545457642601,-0.40673664307580015
2014-09-30,16.178667068481445,63574500,1071,1,0,0,0,-0.5000000000000004,-0.8660254037844384,0.9781476007338057,-0.20791169081775898
2014-10-01,16.016000747680664,89125500,1072,0,1,0,0,-1.8369701987210297e-16,-1.0,1.0,0.0
2014-10-02,16.761333465576172,134973000,1073,0,0,1,0,-1.8369701987210297e-16,-1.0,0.9795299412524945,0.20129852008866006
2014-10-03,17.013999938964844,81094500,1074,0,0,0,1,-1.8369701987210297e-16,-1.0,0.9189578116202306,0.39435585511331855
2014-10-06,17.374666213989258,115699500,1075,0,0,0,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2014-10-07,17.30466651916504,67282500,1076,1,0,0,0,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
2014-10-08,17.28533363342285,75826500,1077,0,1,0,0,-1.8369701987210297e-16,-1.0,0.1514277775045767,0.9884683243281114
2014-10-09,17.134000778198242,110419500,1078,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.05064916883871264,0.9987165071710528
2014-10-10,15.793999671936035,193324500,1079,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.2506525322587204,0.9680771188662043
2014-10-13,14.97266674041748,169030500,1080,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.7587581226927909,0.6513724827222223
2014-10-14,15.137332916259766,106579500,1081,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
2014-10-15,15.313332557678223,137209500,1082,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.9541392564000488,0.29936312297335804
2014-10-16,15.09000015258789,80989500,1083,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.994869323391895,0.10116832198743272
2014-10-17,15.165332794189453,158241000,1084,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.9948693233918952,-0.10116832198743204
2014-10-20,15.364666938781738,52416000,1085,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2014-10-21,15.689332962036133,61954500,1086,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.6121059825476627,-0.7907757369376986
2014-10-22,15.40666675567627,61749000,1087,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.44039415155763423,-0.8978045395707417
2014-10-23,15.685999870300293,52386000,1088,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.2506525322587213,-0.9680771188662041
2014-10-24,15.682666778564453,51949500,1089,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.05064916883871355,-0.9987165071710528
2014-10-27,14.777999877929688,143299500,1090,0,0,0,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.848644257494751
2014-10-28,16.184667587280273,157744500,1091,1,0,0,0,-1.8369701987210297e-16,-1.0,0.6889669190756865,-0.72479278722912
2014-10-29,15.873332977294922,74437500,1092,0,1,0,0,-1.8369701987210297e-16,-1.0,0.8207634412072763,-0.5712682150947924
2014-10-30,15.910667419433594,48426000,1093,0,0,1,0,-1.8369701987210297e-16,-1.0,0.9189578116202306,-0.3943558551133187
2014-10-31,16.113332748413086,56629500,1094,0,0,0,1,-1.8369701987210297e-16,-1.0,0.9795299412524943,-0.20129852008866114
2014-11-03,16.172666549682617,63057000,1095,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.9135454576426009,0.40673664307580015
2014-11-04,15.928667068481445,55239000,1096,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.8090169943749475,0.5877852522924731
2014-11-05,15.39799976348877,135688500,1097,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.6691306063588582,0.7431448254773941
2014-11-06,16.08133316040039,230320500,1098,0,0,1,0,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844386
2014-11-07,16.01333236694336,77415000,1099,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.30901699437494745,0.9510565162951535
2014-11-10,16.1286678314209,68658000,1100,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.30901699437494734,0.9510565162951536
2014-11-11,16.738666534423828,119232000,1101,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.8660254037844387
2014-11-12,16.606666564941406,88062000,1102,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.6691306063588579,0.7431448254773945
2014-11-13,16.780000686645508,93540000,1103,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.8090169943749473,0.5877852522924732
2014-11-14,17.245332717895508,91516500,1104,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.913545457642601,0.40673664307580004
2014-11-17,16.93199920654297,60385500,1105,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9781476007338057,-0.20791169081775907
2014-11-18,17.18000030517578,67095000,1106,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9135454576426009,-0.4067366430758002
2014-11-19,16.516000747680664,118777500,1107,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.8090169943749476,-0.587785252292473
2014-11-20,16.58066749572754,53808000,1108,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.6691306063588585,-0.743144825477394
2014-11-21,16.185333251953125,112276500,1109,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.5000000000000004,-0.8660254037844384
2014-11-24,16.447999954223633,71845500,1110,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.10452846326765299,-0.9945218953682734
2014-11-25,16.53933334350586,47397000,1111,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.30901699437494723,-0.9510565162951536
2014-11-26,16.562667846679688,29718000,1112,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8660254037844386
2014-11-28,16.301332473754883,31795500,1113,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.8090169943749473,-0.5877852522924734
2014-12-01,15.442667007446289,129291000,1114,0,0,0,0,0.8660254037844384,-0.5000000000000004,1.0,0.0
2014-12-02,15.428667068481445,88305000,1115,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.9795299412524945,0.20129852008866006
2014-12-03,15.286666870117188,79615500,1116,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.9189578116202306,0.39435585511331855
2014-12-04,15.218667030334473,57834000,1117,0,0,1,0,0.8660254037844384,-0.5000000000000004,0.8207634412072763,0.5712682150947923
2014-12-05,14.913999557495117,90954000,1118,0,0,0,1,0.8660254037844384,-0.5000000000000004,0.6889669190756866,0.7247927872291199
2014-12-08,14.290666580200195,138384000,1119,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2014-12-09,14.459333419799805,141472500,1120,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
2014-12-10,13.989333152770996,109711500,1121,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.2506525322587204,0.9680771188662043
2014-12-11,13.925333023071289,100416000,1122,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.4403941515576344,0.8978045395707416
2014-12-12,13.800000190734863,107607000,1123,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.6121059825476626,0.7907757369376989
2014-12-15,13.602666854858398,78274500,1124,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2014-12-16,13.187333106994629,126391500,1125,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
2014-12-17,13.721332550048828,110517000,1126,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.9948693233918952,-0.10116832198743204
2014-12-18,14.550666809082031,112249500,1127,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,-0.2993631229733582
2014-12-19,14.619333267211914,103657500,1128,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.8743466161445822,-0.4853019625310808
2014-12-22,14.84000015258789,71991000,1129,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2014-12-23,14.731332778930664,67585500,1130,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
2014-12-24,14.817333221435547,19983000,1131,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.05064916883871355,-0.9987165071710528
2014-12-26,15.187999725341797,49905000,1132,0,0,0,1,0.8660254037844384,-0.5000000000000004,0.3473052528448203,-0.9377521321470804
2014-12-29,15.047332763671875,42037500,1133,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2014-12-30,14.815333366394043,43548000,1134,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
2014-12-31,14.827333450317383,34462500,1135,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.9795299412524943,-0.20129852008866114
2015-01-02,14.620667457580566,71466000,1136,0,0,0,1,1.0,0.0,0.9795299412524945,0.20129852008866006
2015-01-05,14.005999565124512,80527500,1137,0,0,0,0,1.0,0.0,0.6889669190756866,0.7247927872291199
2015-01-06,14.085332870483398,93928500,1138,1,0,0,0,1.0,0.0,0.5289640103269624,0.8486442574947509
2015-01-07,14.063332557678223,44526000,1139,0,1,0,0,1.0,0.0,0.3473052528448203,0.9377521321470804
2015-01-08,14.041333198547363,51637500,1140,0,0,1,0,1.0,0.0,0.1514277775045767,0.9884683243281114
2015-01-09,13.77733325958252,70024500,1141,0,0,0,1,1.0,0.0,-0.05064916883871264,0.9987165071710528
2015-01-12,13.480667114257812,89254500,1142,0,0,0,0,1.0,0.0,-0.6121059825476626,0.7907757369376989
2015-01-13,13.616666793823242,67159500,1143,1,0,0,0,1.0,0.0,-0.7587581226927909,0.6513724827222223
2015-01-14,12.845999717712402,173278500,1144,0,1,0,0,1.0,0.0,-0.8743466161445821,0.48530196253108104
2015-01-15,12.791333198547363,78247500,1145,0,0,1,0,1.0,0.0,-0.9541392564000488,0.29936312297335804
2015-01-16,12.871333122253418,54048000,1146,0,0,0,1,1.0,0.0,-0.994869323391895,0.10116832198743272
2015-01-20,12.795332908630371,67548000,1147,1,0,0,0,1.0,0.0,-0.7587581226927911,-0.651372482722222
2015-01-21,13.104666709899902,62295000,1148,0,1,0,0,1.0,0.0,-0.6121059825476627,-0.7907757369376986
