Date,value,volume,time,tuesday,wednesday,thursday,friday,month_cos_embed,month_sin_embed,day_cos_embed,day_sin_embed
2016-09-20,13.642666816711426,36157500,1568,1,0,0,0,-0.5000000000000004,-0.8660254037844384,-0.6691306063588585,-0.743144825477394
2016-09-21,13.6813325881958,39502500,1569,0,1,0,0,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384
2016-09-22,13.76200008392334,35743500,1570,0,0,1,0,-0.5000000000000004,-0.8660254037844384,-0.30901699437494756,-0.9510565162951535
2016-09-23,13.829999923706055,43578000,1571,0,0,0,1,-0.5000000000000004,-0.8660254037844384,-0.10452846326765423,-0.9945218953682733
2016-09-26,13.932666778564453,35916000,1572,0,0,0,0,-0.5000000000000004,-0.8660254037844384,0.5000000000000001,-0.8660254037844386
2016-09-27,13.720666885375977,50598000,1573,1,0,0,0,-0.5000000000000004,-0.8660254037844384,0.6691306063588585,-0.743144825477394
2016-09-28,13.751333236694336,31326000,1574,0,1,0,0,-0.5000000000000004,-0.8660254037844384,0.8090169943749473,-0.5877852522924734
2016-09-29,13.380000114440918,40905000,1575,0,0,1,0,-0.5000000000000004,-0.8660254037844384,0.913545457642601,-0.40673664307580015
2016-09-30,13.60200023651123,38794500,1576,0,0,0,1,-0.5000000000000004,-0.8660254037844384,0.9781476007338057,-0.20791169081775898
2016-10-03,14.24666690826416,89998500,1577,0,0,0,0,-1.8369701987210297e-16,-1.0,0.9189578116202306,0.39435585511331855
2016-10-04,14.093999862670898,53122500,1578,1,0,0,0,-1.8369701987210297e-16,-1.0,0.8207634412072763,0.5712682150947923
2016-10-05,13.897333145141602,28162500,1579,0,1,0,0,-1.8369701987210297e-16,-1.0,0.6889669190756866,0.7247927872291199
2016-10-06,13.399999618530273,70551000,1580,0,0,1,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,0.8486442574947509
2016-10-07,13.107333183288574,52395000,1581,0,0,0,1,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
2016-10-10,13.396666526794434,49744500,1582,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.2506525322587204,0.9680771188662043
2016-10-11,13.34000015258789,34926000,1583,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.4403941515576344,0.8978045395707416
2016-10-12,13.434000015258789,29560500,1584,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.6121059825476626,0.7907757369376989
2016-10-13,13.349332809448242,37419000,1585,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.7587581226927909,0.6513724827222223
2016-10-14,13.100666999816895,64048500,1586,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
2016-10-17,12.93066692352295,68311500,1587,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.9948693233918952,-0.10116832198743204
2016-10-18,13.273332595825195,85207500,1588,1,0,0,0,-1.8369701987210297e-16,-1.0,-0.9541392564000488,-0.2993631229733582
2016-10-19,13.570667266845703,104868000,1589,0,1,0,0,-1.8369701987210297e-16,-1.0,-0.8743466161445822,-0.4853019625310808
2016-10-20,13.273332595825195,76093500,1590,0,0,1,0,-1.8369701987210297e-16,-1.0,-0.7587581226927911,-0.651372482722222
2016-10-21,13.339332580566406,44151000,1591,0,0,0,1,-1.8369701987210297e-16,-1.0,-0.6121059825476627,-0.7907757369376986
2016-10-24,13.517333030700684,41274000,1592,0,0,0,0,-1.8369701987210297e-16,-1.0,-0.05064916883871355,-0.9987165071710528
2016-10-25,13.489333152770996,36675000,1593,1,0,0,0,-1.8369701987210297e-16,-1.0,0.15142777750457667,-0.9884683243281114
2016-10-26,13.482666969299316,84492000,1594,0,1,0,0,-1.8369701987210297e-16,-1.0,0.3473052528448203,-0.9377521321470804
2016-10-27,13.600666999816895,196405500,1595,0,0,1,0,-1.8369701987210297e-16,-1.0,0.5289640103269624,-0.848644257494751
2016-10-28,13.33133316040039,64201500,1596,0,0,0,1,-1.8369701987210297e-16,-1.0,0.6889669190756865,-0.72479278722912
2016-10-31,13.182000160217285,70384500,1597,0,0,0,0,-1.8369701987210297e-16,-1.0,0.9795299412524943,-0.20129852008866114
2016-11-01,12.719332695007324,105900000,1598,1,0,0,0,0.5000000000000001,-0.8660254037844386,1.0,0.0
2016-11-02,12.534667015075684,63801000,1599,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.9781476007338057,0.20791169081775931
2016-11-03,12.494667053222656,39795000,1600,0,0,1,0,0.5000000000000001,-0.8660254037844386,0.9135454576426009,0.40673664307580015
2016-11-04,12.704000473022461,77190000,1601,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.8090169943749475,0.5877852522924731
2016-11-07,12.880666732788086,58051500,1602,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.30901699437494745,0.9510565162951535
2016-11-08,12.996000289916992,49014000,1603,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.10452846326765346,0.9945218953682733
2016-11-09,12.670666694641113,122596500,1604,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.10452846326765333,0.9945218953682734
2016-11-10,12.356666564941406,101254500,1605,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.30901699437494734,0.9510565162951536
2016-11-11,12.570667266845703,59827500,1606,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.8660254037844387
2016-11-14,12.096667289733887,98283000,1607,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.913545457642601,0.40673664307580004
2016-11-15,12.251333236694336,58530000,1608,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.9781476007338057,0.20791169081775931
2016-11-16,12.26200008392334,51516000,1609,0,1,0,0,0.5000000000000001,-0.8660254037844386,-1.0,5.66553889764798e-16
2016-11-17,12.577333450317383,73306500,1610,0,0,1,0,0.5000000000000001,-0.8660254037844386,-0.9781476007338057,-0.20791169081775907
2016-11-18,12.334667205810547,78154500,1611,0,0,0,1,0.5000000000000001,-0.8660254037844386,-0.9135454576426009,-0.4067366430758002
2016-11-21,12.3013334274292,65415000,1612,0,0,0,0,0.5000000000000001,-0.8660254037844386,-0.5000000000000004,-0.8660254037844384
2016-11-22,12.744667053222656,84051000,1613,1,0,0,0,0.5000000000000001,-0.8660254037844386,-0.30901699437494756,-0.9510565162951535
2016-11-23,12.87600040435791,73378500,1614,0,1,0,0,0.5000000000000001,-0.8660254037844386,-0.10452846326765423,-0.9945218953682733
2016-11-25,13.109999656677246,35491500,1615,0,0,0,1,0.5000000000000001,-0.8660254037844386,0.30901699437494723,-0.9510565162951536
2016-11-28,13.074666976928711,67938000,1616,0,0,0,0,0.5000000000000001,-0.8660254037844386,0.8090169943749473,-0.5877852522924734
2016-11-29,12.637999534606934,66589500,1617,1,0,0,0,0.5000000000000001,-0.8660254037844386,0.913545457642601,-0.40673664307580015
2016-11-30,12.626667022705078,53206500,1618,0,1,0,0,0.5000000000000001,-0.8660254037844386,0.9781476007338057,-0.20791169081775898
2016-12-01,12.125332832336426,76896000,1619,0,0,1,0,0.8660254037844384,-0.5000000000000004,1.0,0.0
2016-12-02,12.097999572753906,60634500,1620,0,0,0,1,0.8660254037844384,-0.5000000000000004,0.9795299412524945,0.20129852008866006
2016-12-05,12.453332901000977,61083000,1621,0,0,0,0,0.8660254037844384,-0.5000000000000004,0.6889669190756866,0.7247927872291199
2016-12-06,12.390000343322754,50874000,1622,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.5289640103269624,0.8486442574947509
2016-12-07,12.876667022705078,81928500,1623,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.3473052528448203,0.9377521321470804
2016-12-08,12.81933307647705,47911500,1624,0,0,1,0,0.8660254037844384,-0.5000000000000004,0.1514277775045767,0.9884683243281114
2016-12-09,12.812000274658203,40837500,1625,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
2016-12-12,12.828666687011719,36583500,1626,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.6121059825476626,0.7907757369376989
2016-12-13,13.210000038146973,102358500,1627,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.7587581226927909,0.6513724827222223
2016-12-14,13.246000289916992,62263500,1628,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.8743466161445821,0.48530196253108104
2016-12-15,13.17199993133545,48294000,1629,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,0.29936312297335804
2016-12-16,13.499333381652832,56953500,1630,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
2016-12-19,13.51533317565918,52321500,1631,0,0,0,0,0.8660254037844384,-0.5000000000000004,-0.8743466161445822,-0.4853019625310808
2016-12-20,13.919333457946777,70336500,1632,1,0,0,0,0.8660254037844384,-0.5000000000000004,-0.7587581226927911,-0.651372482722222
2016-12-21,13.846667289733887,78114000,1633,0,1,0,0,0.8660254037844384,-0.5000000000000004,-0.6121059825476627,-0.7907757369376986
2016-12-22,13.896666526794434,46666500,1634,0,0,1,0,0.8660254037844384,-0.5000000000000004,-0.44039415155763423,-0.8978045395707417
2016-12-23,14.22266674041748,70057500,1635,0,0,0,1,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
2016-12-27,14.635333061218262,88735500,1636,1,0,0,0,0.8660254037844384,-0.5000000000000004,0.5289640103269624,-0.848644257494751
2016-12-28,14.649333000183105,56737500,1637,0,1,0,0,0.8660254037844384,-0.5000000000000004,0.6889669190756865,-0.72479278722912
2016-12-29,14.312000274658203,60675000,1638,0,0,1,0,0.8660254037844384,-0.5000000000000004,0.8207634412072763,-0.5712682150947924
2016-12-30,14.246000289916992,69639000,1639,0,0,0,1,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
2017-01-03,14.465999603271484,88849500,1640,1,0,0,0,1.0,0.0,0.9189578116202306,0.39435585511331855
2017-01-04,15.13266658782959,168202500,1641,0,1,0,0,1.0,0.0,0.8207634412072763,0.5712682150947923
2017-01-05,15.116666793823242,88675500,1642,0,0,1,0,1.0,0.0,0.6889669190756866,0.7247927872291199
2017-01-06,15.267333030700684,82918500,1643,0,0,0,1,1.0,0.0,0.5289640103269624,0.8486442574947509
2017-01-09,15.41866683959961,59692500,1644,0,0,0,0,1.0,0.0,-0.05064916883871264,0.9987165071710528
2017-01-10,15.324666976928711,54900000,1645,1,0,0,0,1.0,0.0,-0.2506525322587204,0.9680771188662043
2017-01-11,15.315333366394043,54762000,1646,0,1,0,0,1.0,0.0,-0.4403941515576344,0.8978045395707416
2017-01-12,15.305999755859375,56853000,1647,0,0,1,0,1.0,0.0,-0.6121059825476626,0.7907757369376989
2017-01-13,15.850000381469727,91395000,1648,0,0,0,1,1.0,0.0,-0.7587581226927909,0.6513724827222223
2017-01-17,15.70533275604248,69262500,1649,1,0,0,0,1.0,0.0,-0.9948693233918952,-0.10116832198743204
2017-01-18,15.890666961669922,56535000,1650,0,1,0,0,1.0,0.0,-0.9541392564000488,-0.2993631229733582
2017-01-19,16.250667572021484,115984500,1651,0,0,1,0,1.0,0.0,-0.8743466161445822,-0.4853019625310808
2017-01-20,16.315332412719727,63064500,1652,0,0,0,1,1.0,0.0,-0.7587581226927911,-0.651372482722222
2017-01-23,16.594667434692383,93943500,1653,0,0,0,0,1.0,0.0,-0.2506525322587213,-0.9680771188662041
2017-01-24,16.974000930786133,74482500,1654,1,0,0,0,1.0,0.0,-0.05064916883871355,-0.9987165071710528
2017-01-25,16.96466636657715,77139000,1655,0,1,0,0,1.0,0.0,0.15142777750457667,-0.9884683243281114
2017-01-26,16.833999633789062,47281500,1656,0,0,1,0,1.0,0.0,0.3473052528448203,-0.9377521321470804
2017-01-27,16.863332748413086,47494500,1657,0,0,0,1,1.0,0.0,0.5289640103269624,-0.848644257494751
2017-01-30,16.708667755126953,57016500,1658,0,0,0,0,1.0,0.0,0.9189578116202306,-0.3943558551133187
2017-01-31,16.795333862304688,61741500,1659,1,0,0,0,1.0,0.0,0.9795299412524943,-0.20129852008866114
2017-02-01,16.615999221801758,59382000,1660,0,1,0,0,0.8660254037844387,0.49999999999999994,1.0,0.0
2017-02-02,16.770000457763672,37497000,1661,0,0,1,0,0.8660254037844387,0.49999999999999994,0.9749279121818236,0.2225209339563144
2017-02-03,16.755332946777344,32800500,1662,0,0,0,1,0.8660254037844387,0.49999999999999994,0.9009688679024191,0.4338837391175581
2017-02-06,17.184667587280273,53437500,1663,0,0,0,0,0.8660254037844387,0.49999999999999994,0.4338837391175582,0.9009688679024191
2017-02-07,17.165332794189453,63672000,1664,1,0,0,0,0.8660254037844387,0.49999999999999994,0.22252093395631445,0.9749279121818236
2017-02-08,17.472000122070312,58995000,1665,0,1,0,0,0.8660254037844387,0.49999999999999994,6.123233995736766e-17,1.0
2017-02-09,17.946666717529297,117303000,1666,0,0,1,0,0.8660254037844387,0.49999999999999994,-0.22252093395631434,0.9749279121818236
2017-02-10,17.948667526245117,54295500,1667,0,0,0,1,0.8660254037844387,0.49999999999999994,-0.43388373911755806,0.9009688679024191
2017-02-13,18.706666946411133,105444000,1668,0,0,0,0,0.8660254037844387,0.49999999999999994,-0.900968867902419,0.43388373911755823
2017-02-14,18.73200035095215,110178000,1669,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.9749279121818237,0.2225209339563141
2017-02-15,18.650667190551758,74218500,1670,0,1,0,0,0.8660254037844387,0.49999999999999994,-1.0,1.2246467991473532e-16
2017-02-16,17.93000030517578,106159500,1671,0,0,1,0,0.8660254037844387,0.49999999999999994,-0.9749279121818237,-0.22252093395631384
2017-02-17,18.148666381835938,93856500,1672,0,0,0,1,0.8660254037844387,0.49999999999999994,-0.9009688679024191,-0.433883739117558
2017-02-21,18.492666244506836,85150500,1673,1,0,0,0,0.8660254037844387,0.49999999999999994,-0.2225209339563146,-0.9749279121818236
2017-02-22,18.233999252319336,131325000,1674,0,1,0,0,0.8660254037844387,0.49999999999999994,-1.8369701987210297e-16,-1.0
2017-02-23,17.06599998474121,223728000,1675,0,0,1,0,0.8660254037844387,0.49999999999999994,0.22252093395631334,-0.9749279121818238
2017-02-24,17.133333206176758,122574000,1676,0,0,0,1,0.8660254037844387,0.49999999999999994,0.43388373911755795,-0.9009688679024193
2017-02-27,16.415332794189453,171912000,1677,0,0,0,0,0.8660254037844387,0.49999999999999994,0.9009688679024194,-0.4338837391175575
2017-02-28,16.666000366210938,91171500,1678,1,0,0,0,0.8660254037844387,0.49999999999999994,0.9749279121818235,-0.22252093395631464
2017-03-01,16.667999267578125,72142500,1679,0,1,0,0,0.5000000000000001,0.8660254037844386,1.0,0.0
2017-03-02,16.698667526245117,50277000,1680,0,0,1,0,0.5000000000000001,0.8660254037844386,0.9795299412524945,0.20129852008866006
2017-03-03,16.771333694458008,43791000,1681,0,0,0,1,0.5000000000000001,0.8660254037844386,0.9189578116202306,0.39435585511331855
2017-03-06,16.747333526611328,50332500,1682,0,0,0,0,0.5000000000000001,0.8660254037844386,0.5289640103269624,0.8486442574947509
2017-03-07,16.57266616821289,51892500,1683,1,0,0,0,0.5000000000000001,0.8660254037844386,0.3473052528448203,0.9377521321470804
2017-03-08,16.45800018310547,55878000,1684,0,1,0,0,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
2017-03-09,16.32666778564453,58189500,1685,0,0,1,0,0.5000000000000001,0.8660254037844386,-0.05064916883871264,0.9987165071710528
2017-03-10,16.246000289916992,45994500,1686,0,0,0,1,0.5000000000000001,0.8660254037844386,-0.2506525322587204,0.9680771188662043
2017-03-13,16.411333084106445,45339000,1687,0,0,0,0,0.5000000000000001,0.8660254037844386,-0.7587581226927909,0.6513724827222223
2017-03-14,17.200000762939453,113976000,1688,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.8743466161445821,0.48530196253108104
2017-03-15,17.048667907714844,79962000,1689,0,1,0,0,0.5000000000000001,0.8660254037844386,-0.9541392564000488,0.29936312297335804
2017-03-16,17.469999313354492,106983000,1690,0,0,1,0,0.5000000000000001,0.8660254037844386,-0.994869323391895,0.10116832198743272
2017-03-17,17.433332443237305,97462500,1691,0,0,0,1,0.5000000000000001,0.8660254037844386,-0.9948693233918952,-0.10116832198743204
2017-03-20,17.461332321166992,54214500,1692,0,0,0,0,0.5000000000000001,0.8660254037844386,-0.7587581226927911,-0.651372482722222
2017-03-21,16.711999893188477,103629000,1693,1,0,0,0,0.5000000000000001,0.8660254037844386,-0.6121059825476627,-0.7907757369376986
2017-03-22,17.000667572021484,60889500,1694,0,1,0,0,0.5000000000000001,0.8660254037844386,-0.44039415155763423,-0.8978045395707417
2017-03-23,16.985332489013672,49803000,1695,0,0,1,0,0.5000000000000001,0.8660254037844386,-0.2506525322587213,-0.9680771188662041
2017-03-24,17.54400062561035,84709500,1696,0,0,0,1,0.5000000000000001,0.8660254037844386,-0.05064916883871355,-0.9987165071710528
2017-03-27,18.014667510986328,93462000,1697,0,0,0,0,0.5000000000000001,0.8660254037844386,0.5289640103269624,-0.848644257494751
2017-03-28,18.496667861938477,119814000,1698,1,0,0,0,0.5000000000000001,0.8660254037844386,0.6889669190756865,-0.72479278722912
2017-03-29,18.492000579833984,55143000,1699,0,1,0,0,0.5000000000000001,0.8660254037844386,0.8207634412072763,-0.5712682150947924
2017-03-30,18.527999877929688,62226000,1700,0,0,1,0,0.5000000000000001,0.8660254037844386,0.9189578116202306,-0.3943558551133187
2017-03-31,18.553333282470703,49419000,1701,0,0,0,1,0.5000000000000001,0.8660254037844386,0.9795299412524943,-0.20129852008866114
2017-04-03,19.90133285522461,208329000,1702,0,0,0,0,6.123233995736766e-17,1.0,0.9135454576426009,0.40673664307580015
2017-04-04,20.246667861938477,152019000,1703,1,0,0,0,6.123233995736766e-17,1.0,0.8090169943749475,0.5877852522924731
2017-04-05,19.666667938232422,118213500,1704,0,1,0,0,6.123233995736766e-17,1.0,0.6691306063588582,0.7431448254773941
2017-04-06,19.913333892822266,82809000,1705,0,0,1,0,6.123233995736766e-17,1.0,0.5000000000000001,0.8660254037844386
2017-04-07,20.16933250427246,68694000,1706,0,0,0,1,6.123233995736766e-17,1.0,0.30901699437494745,0.9510565162951535
2017-04-10,20.826000213623047,114967500,1707,0,0,0,0,6.123233995736766e-17,1.0,-0.30901699437494734,0.9510565162951536
2017-04-11,20.58066749572754,85869000,1708,1,0,0,0,6.123233995736766e-17,1.0,-0.4999999999999998,0.8660254037844387
2017-04-12,19.78933334350586,90760500,1709,0,1,0,0,6.123233995736766e-17,1.0,-0.6691306063588579,0.7431448254773945
2017-04-13,20.266666412353516,139269000,1710,0,0,1,0,6.123233995736766e-17,1.0,-0.8090169943749473,0.5877852522924732
2017-04-17,20.09600067138672,62080500,1711,0,0,0,0,6.123233995736766e-17,1.0,-0.9781476007338057,-0.20791169081775907
2017-04-18,20.016666412353516,45535500,1712,1,0,0,0,6.123233995736766e-17,1.0,-0.9135454576426009,-0.4067366430758002
2017-04-19,20.368000030517578,58470000,1713,0,1,0,0,6.123233995736766e-17,1.0,-0.8090169943749476,-0.587785252292473
2017-04-20,20.167333602905273,92241000,1714,0,0,1,0,6.123233995736766e-17,1.0,-0.6691306063588585,-0.743144825477394
2017-04-21,20.373332977294922,67647000,1715,0,0,0,1,6.123233995736766e-17,1.0,-0.5000000000000004,-0.8660254037844384
2017-04-24,20.53533363342285,76252500,1716,0,0,0,0,6.123233995736766e-17,1.0,0.10452846326765299,-0.9945218953682734
2017-04-25,20.91933250427246,101065500,1717,1,0,0,0,6.123233995736766e-17,1.0,0.30901699437494723,-0.9510565162951536
2017-04-26,20.67799949645996,70425000,1718,0,1,0,0,6.123233995736766e-17,1.0,0.5000000000000001,-0.8660254037844386
2017-04-27,20.575332641601562,52029000,1719,0,0,1,0,6.123233995736766e-17,1.0,0.6691306063588585,-0.743144825477394
2017-04-28,20.937999725341797,67582500,1720,0,0,0,1,6.123233995736766e-17,1.0,0.8090169943749473,-0.5877852522924734
2017-05-01,21.52199935913086,132444000,1721,0,0,0,0,-0.4999999999999998,0.8660254037844387,1.0,0.0
2017-05-02,21.25933265686035,80742000,1722,1,0,0,0,-0.4999999999999998,0.8660254037844387,0.9795299412524945,0.20129852008866006
2017-05-03,20.73466682434082,107001000,1723,0,1,0,0,-0.4999999999999998,0.8660254037844387,0.9189578116202306,0.39435585511331855
2017-05-04,19.69733238220215,212280000,1724,0,0,1,0,-0.4999999999999998,0.8660254037844387,0.8207634412072763,0.5712682150947923
2017-05-05,20.55666732788086,122659500,1725,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.7247927872291199
2017-05-08,20.479333877563477,105097500,1726,0,0,0,0,-0.4999999999999998,0.8660254037844387,0.1514277775045767,0.9884683243281114
2017-05-09,21.417333602905273,145147500,1727,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
2017-05-10,21.681333541870117,86124000,1728,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.2506525322587204,0.9680771188662043
2017-05-11,21.540000915527344,71307000,1729,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.4403941515576344,0.8978045395707416
2017-05-12,21.65399932861328,61824000,1730,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
2017-05-15,21.058666229248047,114330000,1731,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,0.29936312297335804
2017-05-16,21.134000778198242,62287500,1732,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.994869323391895,0.10116832198743272
2017-05-17,20.407333374023438,100678500,1733,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.9948693233918952,-0.10116832198743204
2017-05-18,20.87066650390625,84807000,1734,0,0,1,0,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,-0.2993631229733582
2017-05-19,20.722000122070312,70314000,1735,0,0,0,1,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
2017-05-22,20.690000534057617,64938000,1736,0,0,0,0,-0.4999999999999998,0.8660254037844387,-0.44039415155763423,-0.8978045395707417
2017-05-23,20.257333755493164,64776000,1737,1,0,0,0,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
2017-05-24,20.681333541870117,75499500,1738,0,1,0,0,-0.4999999999999998,0.8660254037844387,-0.05064916883871355,-0.9987165071710528
2017-05-25,21.121999740600586,75210000,1739,0,0,1,0,-0.4999999999999998,0.8660254037844387,0.15142777750457667,-0.9884683243281114
2017-05-26,21.676000595092773,117033000,1740,0,0,0,1,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2017-05-30,22.34000015258789,116743500,1741,1,0,0,0,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
2017-05-31,22.733999252319336,149451000,1742,0,1,0,0,-0.4999999999999998,0.8660254037844387,0.9795299412524943,-0.20129852008866114
2017-06-01,22.691333770751953,114120000,1743,0,0,1,0,-0.8660254037844387,0.49999999999999994,1.0,0.0
2017-06-02,22.656667709350586,83853000,1744,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.9781476007338057,0.20791169081775931
2017-06-05,23.154666900634766,101766000,1745,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.6691306063588582,0.7431448254773941
2017-06-06,23.523332595825195,166302000,1746,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.5000000000000001,0.8660254037844386
2017-06-07,23.976667404174805,140970000,1747,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.30901699437494745,0.9510565162951535
2017-06-08,24.666667938232422,135922500,1748,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.10452846326765346,0.9945218953682733
2017-06-09,23.821332931518555,258921000,1749,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.10452846326765333,0.9945218953682734
2017-06-12,23.93400001525879,157765500,1750,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.6691306063588579,0.7431448254773945
2017-06-13,25.06333351135254,177118500,1751,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.8090169943749473,0.5877852522924732
2017-06-14,25.37733268737793,192276000,1752,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.913545457642601,0.40673664307580004
2017-06-15,25.022666931152344,156397500,1753,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.9781476007338057,0.20791169081775931
2017-06-16,24.760000228881836,100965000,1754,0,0,0,1,-0.8660254037844387,0.49999999999999994,-1.0,5.66553889764798e-16
2017-06-19,24.65333366394043,98239500,1755,0,0,0,0,-0.8660254037844387,0.49999999999999994,-0.8090169943749476,-0.587785252292473
2017-06-20,24.81599998474121,111580500,1756,1,0,0,0,-0.8660254037844387,0.49999999999999994,-0.6691306063588585,-0.743144825477394
2017-06-21,25.093332290649414,73848000,1757,0,1,0,0,-0.8660254037844387,0.49999999999999994,-0.5000000000000004,-0.8660254037844384
2017-06-22,25.507333755493164,112947000,1758,0,0,1,0,-0.8660254037844387,0.49999999999999994,-0.30901699437494756,-0.9510565162951535
2017-06-23,25.56333351135254,96687000,1759,0,0,0,1,-0.8660254037844387,0.49999999999999994,-0.10452846326765423,-0.9945218953682733
2017-06-26,25.166000366210938,99061500,1760,0,0,0,0,-0.8660254037844387,0.49999999999999994,0.5000000000000001,-0.8660254037844386
2017-06-27,24.158000946044922,104946000,1761,1,0,0,0,-0.8660254037844387,0.49999999999999994,0.6691306063588585,-0.743144825477394
2017-06-28,24.749332427978516,94537500,1762,0,1,0,0,-0.8660254037844387,0.49999999999999994,0.8090169943749473,-0.5877852522924734
2017-06-29,24.049999237060547,123315000,1763,0,0,1,0,-0.8660254037844387,0.49999999999999994,0.913545457642601,-0.40673664307580015
2017-06-30,24.107332229614258,87727500,1764,0,0,0,1,-0.8660254037844387,0.49999999999999994,0.9781476007338057,-0.20791169081775898
2017-07-03,23.507999420166016,94581000,1765,0,0,0,0,-1.0,1.2246467991473532e-16,0.9189578116202306,0.39435585511331855
2017-07-05,21.805999755859375,255700500,1766,0,1,0,0,-1.0,1.2246467991473532e-16,0.6889669190756866,0.7247927872291199
2017-07-06,20.588666915893555,289867500,1767,0,0,1,0,-1.0,1.2246467991473532e-16,0.5289640103269624,0.8486442574947509
2017-07-07,20.881332397460938,212653500,1768,0,0,0,1,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
2017-07-10,21.06999969482422,207313500,1769,0,0,0,0,-1.0,1.2246467991473532e-16,-0.2506525322587204,0.9680771188662043
2017-07-11,21.814666748046875,173391000,1770,1,0,0,0,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
2017-07-12,21.968000411987305,155191500,1771,0,1,0,0,-1.0,1.2246467991473532e-16,-0.6121059825476626,0.7907757369376989
2017-07-13,21.560667037963867,128917500,1772,0,0,1,0,-1.0,1.2246467991473532e-16,-0.7587581226927909,0.6513724827222223
2017-07-14,21.851999282836914,84378000,1773,0,0,0,1,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2017-07-17,21.30466651916504,148153500,1774,0,0,0,0,-1.0,1.2246467991473532e-16,-0.9948693233918952,-0.10116832198743204
2017-07-18,21.882667541503906,95605500,1775,1,0,0,0,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2017-07-19,21.68400001525879,95355000,1776,0,1,0,0,-1.0,1.2246467991473532e-16,-0.8743466161445822,-0.4853019625310808
2017-07-20,21.994667053222656,77493000,1777,0,0,1,0,-1.0,1.2246467991473532e-16,-0.7587581226927911,-0.651372482722222
2017-07-21,21.893333435058594,73524000,1778,0,0,0,1,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
2017-07-24,22.834667205810547,129556500,1779,0,0,0,0,-1.0,1.2246467991473532e-16,-0.05064916883871355,-0.9987165071710528
